Member_ID,Node_I,Node_J,fx'i,fy'i,fz'i,mx'i,my'i,mz'i,fx'j,fy'j,fz'j,mx'j,my'j,mz'j
130,59,84,96.33555096230617,7.837209924644862,1.8759311932830958,-1058.9425188335874,-7012.817557192169,397.63312464779665,-44.391608462306166,-7.837209924644862,-1.8759311932830958,1058.9425188335874,-2890.532075298666,10670.117731609223
131,60,85,45.9947711264957,5.302616945991112,5.058013208194035,-946.5796248471983,-13124.960916279353,-12462.961364007257,8.5246577195043,-5.302616945991112,-5.058013208194035,1189.2910447471982,-10023.178177299773,3195.0004659761635
132,20,86,2.9475923913067845,-2.3712654429727777,-1.3209155356226034,-570.0524718674923,1399.3903321566177,-22126.586125096474,-2.9475923913067845,29.763425442972775,1.3209155356226034,476.75522707749224,449.8914177150291,-5677.941245065391
133,86,42,11.908084849795387,-89.88451890253295,-1.81385871838836,-3240.9698158370174,-156.92950055097754,-22093.734393176856,-11.908084849795387,144.47992390253296,1.81385871838836,6189.076570837017,1970.7882189393276,-55012.52092935608
134,60,87,-1.2357090153544164,49.48249986076457,-0.7763197220545557,-6756.089359987616,1594.6413250266887,20076.60613068176,1.2357090153544164,10.660745139235429,0.7763197220545557,2394.785359987616,1021.5561382971646,15149.614580094907
135,87,42,21.681662700775917,-30.1893301418866,0.22809041591697188,272.36440093535293,-654.7248356215914,-54479.53983695789,-21.681662700775917,89.3447351418866,-0.22809041591697188,-3220.4711559353527,9.228958576561126,-93349.72804458125
136,73,88,67.68821525316437,-0.41439743457571154,2.1140456878148903,646.0206237576942,6553.280612543169,963.2973463698572,-17.072954015164363,0.41439743457571154,-2.1140456878148903,1030.3402892423057,3805.976250356626,-9530.103139724275
137,74,89,48.27917150628799,-1.5092292743667528,1.8821828946748642,-40.035330015615045,8730.637867208558,-1765.2549646814573,5.121694297712011,1.5092292743667528,-1.8821828946748642,-459.65011548438497,1575.6836931693033,-98.30230680878515
138,77,90,47.62969953674808,-1.8193766189496543,-4.314974796382883,-362.446473966163,5507.786402987407,-13028.021629316901,-15.915489438748082,1.8193766189496543,4.314974796382883,782.083468466163,2257.0837816463713,10343.415537152832
139,78,91,54.149186171144336,-2.056844016651981,-4.137925848310976,-923.5263039989522,5069.405617273305,4390.914067730799,-34.277186171144336,2.056844016651981,4.137925848310976,923.5263039989522,3169.894173166326,-9744.39291269117
140,86,92,78.8410934596112,8.960492458342443,0.4929431827526862,-292.9619171640676,-2764.214588759496,27387.675638242203,-53.7184659776112,-8.960492458342443,-0.4929431827526862,50.250497264067576,1233.0791304272454,-4835.953302717608
141,87,93,47.368585002636266,-22.917371716015047,1.0044101379680512,-366.83130267557453,-2667.1497609229864,-37990.72525686294,-18.499601156636263,22.917371716015047,-1.0044101379680512,609.5427225755745,-244.94647649074687,-22648.613997377735
142,81,80,1.058033229359694,8.42882270379204,0.5794036593739744,519.5699188300418,-818.547957077476,7567.743928154388,-1.058033229359694,12.818838534207961,-0.5794036593739744,-4434.8691878300415,-112.40759710540942,-1299.8247810902112
143,82,92,-2.03122637509522,3.4308208074181694,-0.4903442021914124,420.42720205936973,931.5886893992746,-4050.5633394021033,-3.0927568276447173,20.90809940559653,0.4903442021914124,936.0102725318284,762.067537070089,-14896.85065075091
144,80,88,1.108843328565837,14.95736165957447,-0.3124217119861248,-7284.687019630294,761.493600768363,4946.946181054311,-8.069546333947857,18.105977615990124,0.3124217119861248,-5940.994337153885,1093.5923892908413,-2183.5123528287622
145,88,91,-5.026657526934969,16.899693433419813,0.5435352571171594,-1136.1812357647923,225.14080015772288,2548.195872895086,5.026657526934969,8.504767804580188,-0.5435352571171594,-432.0940332352077,-451.15328706778246,-3461.100168925746
146,83,89,4.381462309713552,19.473885069225418,-0.9374644268010535,3265.750543775228,1946.613684560076,15975.246244757755,-10.377687472879575,5.785213430611462,0.9374644268010535,2986.055344065633,1757.3980186672927,17486.76951578488
147,89,90,1.252084723347025,13.944914067222367,0.7803100026936256,404.94426031104956,-2022.661884361429,1123.3698016167145,-1.252084723347025,17.67221183477763,-0.7803100026936256,4029.20401268895,-788.4715760662599,-3983.7876829384227
148,85,93,6.594759145588414,7.468908794774052,-0.9783579392378234,-4208.703995722579,1724.6898755387779,1447.9033275680831,-11.963700624548471,15.147757185345187,0.9783579392378234,2847.3241734928492,1839.736983603589,-1189.332941568954
149,88,94,32.66275816201058,-17.626971847817913,7.209437203140624,886.0458147272307,5068.568153297229,1957.3469194558909,-2.2882344240105805,17.626971847817913,-7.209437203140624,790.3150982727693,2131.574705760678,-5207.2366178014545
150,89,95,22.41230879997137,18.97395486701498,1.186406897753841,-903.2501095099358,3555.8164847762346,9984.807485184472,4.528669504028629,-18.97395486701498,-1.186406897753841,403.56466400993577,2780.502408897489,-7294.4406560797015
151,90,96,36.43225176246038,2.449546962889144,5.691064485834431,149.4110498563581,-2828.922074399194,12476.320449337494,2.5098695855396187,-2.449546962889144,-5.691064485834431,270.2259446436419,2209.202685048581,-13168.785637470635
152,91,97,33.86402050296837,-2.437167287018383,7.07092027307408,906.5528790471135,-3881.8433983299415,11029.711477853358,-4.56810925296837,2.437167287018383,-7.07092027307408,-906.5528790471135,3800.629038408176,-6504.041607958057
153,92,98,36.5187136513164,-11.01123468165315,-16.84692285602432,-565.4913938705452,-842.5195839756313,7156.990389161558,-6.337437419316403,11.01123468165315,16.84692285602432,322.77997397054514,-624.8451461172608,-7912.601164658347
154,93,99,23.21239058924456,9.651871986687183,-4.310906003764103,-82.48747219852953,-3619.837542224178,9911.234958895006,6.155242006755442,-9.651871986687183,4.310906003764103,325.19889209852954,-1608.332243546838,-10445.07591488885
155,94,95,18.251087037473212,14.927132184053526,-0.46365561668673516,-3912.400868827569,760.1919903094913,8271.364899442598,-18.251087037473212,8.596992815946475,0.46365561668673516,-3283.781131172431,1015.6090216007042,3850.851990482404
156,96,95,0.722751281063438,23.867511069961417,0.7228678295125788,5093.93159659743,-1110.8637176833863,-416.7548922050364,-0.722751281063438,10.398462680038586,-0.7228678295125788,3769.3655844025698,-1419.1736856106409,-1131.898459930016
157,94,97,7.6730928198169295,10.885227239955343,0.6241151896193251,4148.8259683586,-1550.5070885822656,1152.206425411921,-7.6730928198169295,23.38074651004466,-0.6241151896193251,4714.4712126414,-633.8960750853721,2100.1228864317827
158,96,97,2.4407225649639486,17.88053543687558,-1.3577737705237398,2043.5230912892207,2449.9009442281085,-6333.668577851418,-2.4407225649639486,27.127287063124424,1.3577737705237398,3402.800352710779,2750.372596877821,-11373.860786415124
159,98,99,10.383564214110152,19.823984349129624,-0.7451359926055443,5219.362945580275,1385.964057424727,12839.317816560822,-10.383564214110152,9.01331315087038,0.7451359926055443,7423.142498419724,1467.9067942545098,7863.117528105643
160,97,98,16.10178686342033,21.57180942981652,0.6276704675571194,6186.169776902144,-1209.9236427453332,-1134.0671115506984,-16.10178686342033,15.350750570183486,-0.6276704675571194,3068.017210097856,-1708.7440313952725,-6798.297352302507
161,96,99,5.056041996370823,23.253817657618,0.7316922274282587,-3841.411511783366,-1609.2631711883632,3500.0044974571965,-5.056041996370823,13.668742342382,-0.7316922274282587,-5412.775475216634,-1793.1056863530398,-3611.0307020334894
162,92,93,-22.04277165943597,22.317045144500597,-0.5796273232876885,-1009.7847152251804,826.3578944705976,9687.59422632631,22.04277165943597,8.394566183499405,0.5796273232876885,1410.1624450251804,1393.614753721252,14534.182498050974
163,92,100,-0.12372487237053065,22.7458633380047,0.10772156846585368,824.4744331985503,-207.55466515496232,15629.829790539174,0.12372487237053065,-1.0504358560047002,-0.10772156846585368,72.94226480144971,-288.30244063979444,-303.0143938281377
164,93,101,0.12372487237735186,19.831347989994295,-0.10772156846543268,2317.0519723025004,681.4209263623991,10086.752479658437,-0.12372487237735186,1.0504358560057057,0.10772156846543268,-4096.1115933025,-185.56382056863185,303.01439382814567
165,100,101,-0.1077215684656494,6.983235856005493,-0.12372487237817964,580.5856061718679,288.30244063979535,2274.0817351985484,0.1077215684656494,4.882364143994508,0.12372487237817964,1186.614393828132,185.56382056863367,1749.0875933025213
166,88,89,-12.502610094254123,22.58032456984333,-0.38115570037584545,-6048.52084510049,2269.8743860797026,4619.348732861967,12.502610094254123,11.21105247215667,0.38115570037584545,-2810.5121378995095,366.62741385978575,9613.950053097984
167,42,102,-4.177418808449602,56.72552983555707,0.18880292513783337,-18084.551376603744,-214.55199698084562,37209.75823557399,4.177418808449602,3.5804951644429295,-0.18880292513783337,878.5642966037458,-248.01516960684785,-7853.361633459168
168,102,41,-3.6566205701419676,7.430035769489347,1.4862159782929822,-117.14600510656146,-692.4156189382666,6757.5668565444685,3.6566205701419676,47.65573173051065,-1.4862159782929822,-5994.293097893439,-1091.0435550133152,-13311.361977157334
169,15,103,-0.08142954082495635,19.06945478982088,1.1332000530387725,-566.4319988100219,-1575.2524186919577,9830.960639056531,0.08142954082495635,5.98462521017912,-1.1332000530387725,-4827.232001189977,-1201.0877112530352,2338.203596004625
170,103,14,-1.4708919999220598,4.529594719061265,1.089305236457804,-2590.68742941822,-715.4815459725396,-3270.4180216563545,1.4708919999220598,42.445425280938736,-1.089305236457804,-11050.698021581782,-591.6847377768245,3877.8778845299094
171,37,104,4.2437980087911455,76.04837874437575,-0.6164058488425344,14343.633392743875,554.3035318845286,-16959.459401699278,-4.2437980087911455,14.622091255624245,0.6164058488425344,-3793.4236427438727,185.3834867265141,3706.556144950242
172,104,38,4.5401739504551415,-2.9292031319760348,-0.4541819462767974,-4679.125240647685,525.9321900405336,-3549.2639946489353,-4.5401739504551415,65.17814813197603,0.4541819462767974,24712.557320647684,586.8135783376198,-35038.27043369235
173,11,105,0.46073515354919437,38.71381144885749,-0.4451394958487267,15636.798432546226,467.3748618219588,-6225.320199160351,-0.46073515354919437,6.581148551142508,0.4451394958487267,4990.319567453775,66.79253319651343,5291.541062789329
174,105,12,0.1643592118999777,6.250123325259573,-0.6073633984561826,6214.35032275428,644.4963102178727,-3988.8332130906347,-0.1643592118999777,13.907956674740428,0.6073633984561826,1713.7136772457202,843.5440159997745,-10970.86064002341
175,104,105,-0.16222390261269481,12.831271876420105,0.2963759417044659,1302.7078496987017,-711.3156767670071,5540.379116608437,0.16222390261269481,11.692888123579896,-0.2963759417044659,157.2921503012983,-711.2888434144297,-2808.2581097919347
176,34,52,-7.412162974910629,50.523072615901036,0.25752816795351163,5647.558559459732,-695.0804617789063,40365.59242943133,7.412162974910629,40.154739884098966,-0.25752816795351163,5348.203440540267,-901.594179532866,-6367.47817084489
177,102,106,1.2974130531561627,19.130709065902458,-0.5207982382041845,2389.237223085299,940.430788545149,9487.134708502916,-1.2974130531561627,7.136450934097544,0.5207982382041845,1143.6947769147014,309.4849831448955,4498.743049662974
178,106,103,0.043894816556530714,10.876679929290432,-1.38946245896412,1810.130425651747,1418.1406442882526,-4826.532100311205,-0.043894816556530714,11.153940070709567,1.38946245896412,892.785574348253,1916.5692572256357,-1065.408569391754
179,20,106,-0.8686642213733649,24.848750863383763,1.2535182365976358,-397.44480064824484,-1343.4940522310599,15443.941167933786,0.8686642213733649,4.379949136616231,-1.2535182365976358,-1437.4359493517552,-1727.625627433149,-627.0067974335532
180,82,107,1.429931190354182,15.73692219145881,0.6132072861720737,-4927.598495409108,-1264.5525396303613,4618.31034892651,-1.429931190354182,11.362394010541191,-0.6132072861720737,-4219.918476590891,-1530.9116705336737,11813.920515735812
181,107,81,0.11256080640146138,7.260594593832746,0.5872445609722767,-4280.4763982409395,-2232.7619650533225,-9859.966971008573,-0.11256080640146138,16.800894126167254,-0.5872445609722767,-1070.4092717590604,-272.608851721081,-3759.1706542466586
182,91,108,-16.235503648306576,12.284397863814442,0.9238585274897289,-853.224531926518,-1378.9258959782828,2123.749394089586,16.235503648306576,13.457090856185555,-0.9238585274897289,-4497.661138073481,-2664.623937180204,8711.180416186216
183,108,92,-17.552874032240652,4.858897979438183,0.8978958023075876,-1616.201366782559,-1445.0088721925813,-12955.318874309545,17.552874032240652,29.853218222561814,-0.8978958023075876,-5184.2916052174405,-1870.0118799187687,-16958.19224711575
184,108,107,4.059704374531825,19.15756946565441,-1.3173703839367845,-3415.4349458205247,1988.607859692741,4587.908835143962,3.550107371148395,16.98903632632663,1.3173703839367845,-4271.685484432095,1815.3281679366628,-2201.3764651681686
185,83,109,-2.7919537888747072,7.790237470080472,0.7675371833155477,-4807.233179900051,-1660.1179619442985,-3682.663689857235,2.7919537888747072,16.95808843191953,-0.7675371833155477,-1973.9390930999484,-1106.3106306601194,-6447.222281461114
186,109,84,-3.836599218449919,-10.013701308775897,-3.5462835750991246,5687.495520524175,157.30712705341955,2228.853295882819,3.836599218449919,26.691911406775898,3.5462835750991246,-9516.986299524175,3808.613442545702,-28588.326468258696
187,90,109,6.372082725346371,8.165441893170165,-1.044645429764496,2798.4174171536174,1978.598770524767,-15741.997231556932,0.6504328743244963,21.416905070443363,1.044645429764496,1664.8102448052987,1442.766354846548,-11372.53798542422
188,90,110,-7.709309129109442,18.147479110330785,0.8252071792615752,4211.020348377635,-1035.9265589559104,279.1315550577815,7.709309129109442,11.523009127669214,-0.8252071792615752,3411.2680946223645,-1038.3096968580394,2539.1923069766453
189,110,93,-5.590321885302728,3.8764620488042514,2.2772046036940914,6824.128521438153,-1554.969524020511,-8641.338928892572,5.590321885302728,24.30479993719575,-2.2772046036940914,-2463.3664784381535,-2520.88042672121,-9008.013634639672
190,84,111,-1.9606680251672515,23.12369705548691,4.290926349545272,-1153.1314320850474,-4867.555961380076,32224.6585435573,1.9606680251672515,-8.13941891548691,-4.290926349545272,-2639.6662319149523,-3126.0475954400426,5768.7892505062955
191,111,85,-4.079655268942588,18.244504019010865,2.8389289251119436,869.2878534080919,-1746.9861331111351,-1367.4310880359878,4.079655268942588,2.323957966989136,-2.8389289251119436,-7577.073896408092,-3354.0107042181653,11552.155120130812
192,110,111,3.968441340989142,10.430545549996774,-2.1189872438070374,-4683.9843808781925,3442.902832896044,-2649.8012880605365,1.922351615574021,14.384419779525551,2.1189872438070374,4614.291065672557,3578.7044184330407,-5815.216949493146
